Age,Pclass,Fare,Fare-Binning,Age-Binning,female,male,Familia,Soltero,Miss.,Mr.,Mrs.,Other,Survived
2.0,2.0,26.0,2.0,1.0,0,1,1,0,0,0,0,1,1.0
24.0,1.0,263.0,0.0,1.0,1,0,1,0,1,0,0,0,1.0
28.0,2.0,13.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
25.0,2.0,13.0,2.0,1.0,0,1,0,1,0,1,0,0,0.0
36.0,2.0,13.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
24.0,2.0,13.0,2.0,1.0,1,0,1,0,1,0,0,0,1.0
40.0,2.0,13.0,2.0,0.0,1,0,1,0,1,0,0,0,1.0
22.333333333333332,3.0,16.1,2.0,1.0,1,0,0,1,0,0,1,0,1.0
3.0,3.0,15.9,2.0,1.0,0,1,1,0,0,0,0,1,1.0
42.0,3.0,8.6625,2.0,0.0,0,1,0,1,0,1,0,0,0.0
23.0,3.0,9.225,2.0,1.0,0,1,0,1,0,1,0,0,0.0
38.0,1.0,35.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
15.0,3.0,7.2292,2.0,1.0,0,1,1,0,0,1,0,0,0.0
25.0,3.0,17.8,2.0,1.0,0,1,1,0,0,1,0,0,0.0
22.0,3.0,7.225,2.0,1.0,0,1,0,1,0,1,0,0,0.0
28.0,3.0,9.5,2.0,0.0,0,1,0,1,0,0,0,1,0.0
22.0,1.0,55.0,2.0,1.0,1,0,0,1,1,0,0,0,1.0
38.0,2.0,13.0,2.0,0.0,1,0,0,1,1,0,0,0,0.0
33.666666666666664,3.0,7.8792,2.0,0.0,1,0,0,1,1,0,0,0,1.0
33.666666666666664,3.0,7.8792,2.0,0.0,1,0,0,1,1,0,0,0,1.0
40.0,3.0,27.9,2.0,0.0,0,1,1,0,0,1,0,0,0.0
29.0,2.0,27.7208,2.0,0.0,0,1,0,1,0,0,0,1,0.0
45.0,3.0,14.4542,2.0,0.0,1,0,1,0,0,0,1,0,0.0
35.0,3.0,7.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
37.666666666666664,3.0,15.5,2.0,0.0,0,1,1,0,0,1,0,0,0.0
30.0,3.0,7.25,2.0,0.0,0,1,0,1,0,1,0,0,0.0
60.0,1.0,75.25,2.0,2.0,1,0,0,1,0,0,1,0,1.0
27.666666666666668,3.0,7.2292,2.0,0.0,1,0,0,1,0,0,1,0,1.0
22.333333333333332,3.0,7.75,2.0,1.0,1,0,0,1,1,0,0,0,1.0
24.0,1.0,69.3,2.0,1.0,1,0,0,1,0,0,0,1,1.0
25.0,1.0,55.4417,2.0,1.0,0,1,0,1,0,1,0,0,1.0
18.0,3.0,6.4958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
19.0,3.0,8.05,2.0,1.0,0,1,0,1,0,1,0,0,0.0
22.0,1.0,135.6333,1.0,1.0,0,1,0,1,0,1,0,0,0.0
3.0,3.0,21.075,2.0,1.0,1,0,1,0,1,0,0,0,0.0
34.0,1.0,82.1708,2.0,0.0,1,0,1,0,0,0,1,0,1.0
22.0,3.0,7.25,2.0,1.0,1,0,0,1,1,0,0,0,1.0
27.0,1.0,211.5,0.0,0.0,0,1,0,1,0,1,0,0,0.0
20.0,3.0,4.0125,2.0,1.0,0,1,0,1,0,1,0,0,0.0
19.0,3.0,7.775,2.0,1.0,0,1,1,0,0,1,0,0,0.0
42.0,1.0,227.525,0.0,0.0,1,0,0,1,1,0,0,0,1.0
1.0,3.0,15.7417,2.0,1.0,1,0,1,0,1,0,0,0,1.0
32.0,3.0,7.925,2.0,0.0,0,1,0,1,0,1,0,0,0.0
35.0,1.0,52.0,2.0,0.0,1,0,1,0,0,0,1,0,1.0
29.0,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
18.0,2.0,73.5,2.0,1.0,0,1,1,0,0,1,0,0,0.0
1.0,3.0,46.9,2.0,1.0,0,1,1,0,0,0,0,1,0.0
36.0,2.0,13.0,2.0,0.0,1,0,0,1,1,0,0,0,1.0
22.0,3.0,7.7292,2.0,1.0,0,1,0,1,0,1,0,0,0.0
17.0,2.0,12.0,2.0,1.0,1,0,0,1,1,0,0,0,1.0
36.0,1.0,120.0,1.0,0.0,0,1,1,0,0,1,0,0,1.0
21.0,3.0,7.7958,2.0,1.0,0,1,0,1,0,1,0,0,1.0
28.0,3.0,7.925,2.0,0.0,0,1,1,0,0,1,0,0,0.0
23.0,1.0,113.275,1.0,1.0,1,0,1,0,1,0,0,0,1.0
24.0,3.0,16.7,2.0,1.0,1,0,1,0,0,0,1,0,1.0
22.0,3.0,7.7958,2.0,1.0,0,1,1,0,0,1,0,0,0.0
31.0,3.0,7.8542,2.0,0.0,1,0,1,0,1,0,0,0,0.0
46.0,2.0,26.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
23.0,2.0,10.5,2.0,1.0,0,1,0,1,0,0,0,1,0.0
28.0,2.0,12.65,2.0,0.0,1,0,0,1,0,0,1,0,1.0
39.0,3.0,7.925,2.0,0.0,0,1,0,1,0,1,0,0,1.0
26.0,3.0,8.05,2.0,1.0,0,1,0,1,0,1,0,0,0.0
21.0,3.0,9.825,2.0,1.0,1,0,1,0,1,0,0,0,0.0
28.0,3.0,15.85,2.0,0.0,0,1,1,0,0,1,0,0,0.0
20.0,3.0,8.6625,2.0,1.0,1,0,1,0,1,0,0,0,0.0
34.0,2.0,21.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
51.0,3.0,7.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
3.0,2.0,18.75,2.0,1.0,0,1,1,0,0,0,0,1,1.0
21.0,3.0,7.775,2.0,1.0,0,1,0,1,0,1,0,0,0.0
23.666666666666668,3.0,25.4667,2.0,1.0,1,0,1,0,1,0,0,0,0.0
38.666666666666664,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
38.666666666666664,3.0,6.8583,2.0,0.0,0,1,1,0,0,1,0,0,0.0
33.0,1.0,90.0,1.0,0.0,1,0,1,0,1,0,0,0,1.0
38.666666666666664,2.0,0.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
44.0,3.0,7.925,2.0,0.0,0,1,0,1,0,1,0,0,1.0
30.666666666666668,3.0,8.05,2.0,0.0,1,0,0,1,0,0,1,0,0.0
34.0,2.0,32.5,2.0,0.0,1,0,0,1,0,0,1,0,1.0
18.0,2.0,13.0,2.0,1.0,1,0,0,1,1,0,0,0,1.0
30.0,2.0,13.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
10.0,3.0,24.15,2.0,1.0,1,0,1,0,0,0,0,1,0.0
26.666666666666668,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
21.0,3.0,7.7333,2.0,1.0,0,1,0,1,0,1,0,0,0.0
29.0,3.0,7.875,2.0,0.0,0,1,0,1,0,1,0,0,0.0
28.0,3.0,14.4,2.0,0.0,1,0,1,0,0,0,1,0,0.0
18.0,3.0,20.2125,2.0,1.0,0,1,1,0,0,1,0,0,0.0
27.333333333333332,3.0,7.25,2.0,0.0,0,1,0,1,0,1,0,0,0.0
28.0,2.0,26.0,2.0,0.0,1,0,0,1,0,0,1,0,1.0
19.0,2.0,26.0,2.0,1.0,1,0,0,1,1,0,0,0,1.0
26.0,3.0,7.75,2.0,1.0,0,1,1,0,0,1,0,0,0.0
32.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,1.0
28.0,1.0,26.55,2.0,0.0,0,1,0,1,0,1,0,0,1.0
23.333333333333332,3.0,16.1,2.0,1.0,1,0,1,0,0,0,1,0,1.0
42.0,2.0,26.0,2.0,0.0,1,0,0,1,0,0,1,0,1.0
17.0,3.0,7.125,2.0,1.0,0,1,0,1,0,1,0,0,0.0
50.0,1.0,55.9,2.0,0.0,0,1,1,0,0,1,0,0,0.0
14.0,1.0,120.0,1.0,1.0,1,0,1,0,1,0,0,0,1.0
21.0,3.0,34.375,2.0,1.0,1,0,1,0,1,0,0,0,0.0
24.0,2.0,18.75,2.0,1.0,1,0,1,0,0,0,1,0,1.0
64.0,1.0,263.0,0.0,2.0,0,1,1,0,0,1,0,0,0.0
31.0,2.0,10.5,2.0,0.0,0,1,0,1,0,1,0,0,0.0
45.0,2.0,26.25,2.0,0.0,1,0,1,0,0,0,1,0,1.0
20.0,3.0,9.5,2.0,1.0,0,1,0,1,0,1,0,0,0.0
25.0,3.0,7.775,2.0,1.0,0,1,0,1,0,1,0,0,0.0
28.0,2.0,13.0,2.0,0.0,1,0,0,1,0,0,0,1,1.0
24.333333333333332,3.0,8.1125,2.0,1.0,0,1,0,1,0,1,0,0,1.0
4.0,1.0,81.8583,2.0,1.0,0,1,0,1,0,0,0,1,1.0
13.0,2.0,19.5,2.0,1.0,1,0,1,0,1,0,0,0,1.0
34.0,1.0,26.55,2.0,0.0,0,1,0,1,0,1,0,0,1.0
5.0,3.0,19.2583,2.0,1.0,1,0,1,0,1,0,0,0,1.0
52.0,1.0,30.5,2.0,0.0,0,1,0,1,0,0,0,1,1.0
36.0,2.0,27.75,2.0,0.0,0,1,1,0,0,1,0,0,0.0
18.0,3.0,19.9667,2.0,1.0,0,1,1,0,0,1,0,0,0.0
30.0,1.0,27.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
49.0,1.0,89.1042,1.0,0.0,0,1,1,0,0,1,0,0,1.0
37.666666666666664,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
29.0,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,1.0
65.0,1.0,26.55,2.0,2.0,0,1,0,1,0,1,0,0,0.0
49.666666666666664,1.0,51.8625,2.0,0.0,1,0,0,1,0,0,1,0,1.0
50.0,2.0,10.5,2.0,0.0,1,0,0,1,1,0,0,0,1.0
37.666666666666664,3.0,7.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
48.0,1.0,26.55,2.0,0.0,0,1,0,1,0,1,0,0,1.0
34.0,3.0,8.05,2.0,0.0,0,1,1,0,0,1,0,0,0.0
47.0,1.0,38.5,2.0,0.0,0,1,0,1,0,1,0,0,0.0
48.0,2.0,13.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
40.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
38.0,3.0,7.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
36.666666666666664,2.0,0.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
56.0,1.0,26.55,2.0,2.0,0,1,0,1,0,1,0,0,0.0
32.666666666666664,3.0,7.725,2.0,0.0,0,1,0,1,0,1,0,0,0.0
0.75,3.0,19.2583,2.0,1.0,1,0,1,0,1,0,0,0,1.0
32.666666666666664,3.0,7.25,2.0,0.0,0,1,0,1,0,1,0,0,0.0
38.0,3.0,8.6625,2.0,0.0,0,1,1,0,0,1,0,0,0.0
33.0,2.0,27.75,2.0,0.0,1,0,1,0,0,0,1,0,1.0
23.0,2.0,13.7917,2.0,1.0,1,0,0,1,0,0,1,0,1.0
22.0,3.0,9.8375,2.0,1.0,1,0,0,1,1,0,0,0,0.0
42.333333333333336,1.0,52.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
34.0,2.0,21.0,2.0,0.0,0,1,1,0,0,1,0,0,0.0
29.0,3.0,7.0458,2.0,0.0,0,1,1,0,0,1,0,0,0.0
22.0,3.0,7.5208,2.0,1.0,0,1,0,1,0,1,0,0,0.0
2.0,3.0,12.2875,2.0,1.0,1,0,0,1,1,0,0,0,1.0
9.0,3.0,46.9,2.0,1.0,0,1,1,0,0,0,0,1,0.0
33.666666666666664,2.0,0.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
50.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
63.0,3.0,9.5875,2.0,2.0,1,0,0,1,0,0,1,0,1.0
25.0,1.0,91.0792,1.0,1.0,0,1,1,0,0,1,0,0,1.0
49.0,3.0,25.4667,2.0,0.0,1,0,1,0,1,0,0,0,0.0
35.0,1.0,90.0,1.0,0.0,1,0,1,0,0,0,1,0,1.0
58.0,1.0,29.7,2.0,2.0,0,1,0,1,0,1,0,0,0.0
30.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
9.0,3.0,15.9,2.0,1.0,0,1,1,0,0,0,0,1,1.0
40.666666666666664,3.0,19.9667,2.0,0.0,0,1,1,0,0,1,0,0,0.0
21.0,3.0,7.25,2.0,1.0,0,1,0,1,0,1,0,0,0.0
55.0,1.0,30.5,2.0,2.0,0,1,0,1,0,1,0,0,0.0
71.0,1.0,49.5042,2.0,2.0,0,1,0,1,0,1,0,0,0.0
21.0,3.0,8.05,2.0,1.0,0,1,1,0,0,1,0,0,0.0
15.666666666666666,3.0,14.4583,2.0,1.0,0,1,0,1,0,1,0,0,0.0
54.0,1.0,78.2667,2.0,2.0,1,0,0,1,1,0,0,0,1.0
20.666666666666668,3.0,15.1,2.0,1.0,0,1,0,1,0,1,0,0,0.0
25.0,1.0,151.55,1.0,1.0,1,0,1,0,0,0,1,0,0.0
24.0,3.0,7.7958,2.0,1.0,0,1,1,0,0,1,0,0,0.0
17.0,3.0,8.6625,2.0,1.0,0,1,1,0,0,1,0,0,0.0
21.0,3.0,7.75,2.0,1.0,1,0,0,1,1,0,0,0,0.0
25.0,3.0,7.6292,2.0,1.0,1,0,0,1,1,0,0,0,0.0
37.0,3.0,9.5875,2.0,0.0,1,0,0,1,1,0,0,0,0.0
16.0,1.0,86.5,2.0,1.0,1,0,0,1,1,0,0,0,1.0
18.0,1.0,108.9,1.0,1.0,0,1,1,0,0,0,0,1,0.0
33.0,2.0,26.0,2.0,0.0,1,0,1,0,0,0,1,0,1.0
32.333333333333336,1.0,26.55,2.0,0.0,0,1,0,1,0,1,0,0,1.0
28.0,3.0,22.525,2.0,0.0,0,1,1,0,0,1,0,0,0.0
26.0,3.0,56.4958,2.0,1.0,0,1,0,1,0,1,0,0,1.0
29.0,3.0,7.75,2.0,0.0,0,1,1,0,0,1,0,0,1.0
29.0,3.0,8.05,2.0,0.0,0,1,1,0,0,1,0,0,0.0
36.0,1.0,26.2875,2.0,0.0,0,1,0,1,0,1,0,0,1.0
54.0,1.0,59.4,2.0,2.0,1,0,0,1,0,0,1,0,1.0
24.0,3.0,7.4958,2.0,1.0,0,1,1,0,0,1,0,0,0.0
47.0,1.0,34.0208,2.0,0.0,0,1,0,1,0,1,0,0,0.0
34.0,2.0,10.5,2.0,0.0,1,0,0,1,0,0,1,0,1.0
33.333333333333336,3.0,24.15,2.0,0.0,0,1,0,1,0,1,0,0,0.0
36.0,2.0,26.0,2.0,0.0,1,0,0,1,0,0,1,0,1.0
32.0,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
30.0,1.0,93.5,1.0,0.0,1,0,0,1,1,0,0,0,1.0
22.0,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
31.5,3.0,7.225,2.0,0.0,0,1,0,1,0,1,0,0,0.0
44.0,1.0,57.9792,2.0,0.0,1,0,1,0,0,0,1,0,1.0
33.833333333333336,3.0,7.2292,2.0,0.0,0,1,0,1,0,1,0,0,0.0
40.5,3.0,7.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
50.0,2.0,10.5,2.0,0.0,1,0,0,1,1,0,0,0,1.0
43.0,1.0,221.7792,0.0,0.0,0,1,0,1,0,1,0,0,0.0
39.0,3.0,7.925,2.0,0.0,0,1,0,1,0,1,0,0,0.0
23.0,2.0,11.5,2.0,1.0,0,1,1,0,0,1,0,0,0.0
2.0,2.0,26.0,2.0,1.0,1,0,1,0,1,0,0,0,1.0
28.666666666666668,3.0,7.2292,2.0,0.0,0,1,0,1,0,1,0,0,0.0
17.0,3.0,7.2292,2.0,1.0,0,1,1,0,0,1,0,0,0.0
18.0,3.0,22.3583,2.0,1.0,1,0,1,0,0,0,1,0,1.0
30.0,3.0,8.6625,2.0,0.0,1,0,1,0,1,0,0,0,0.0
7.0,2.0,26.25,2.0,1.0,1,0,1,0,1,0,0,0,1.0
45.0,1.0,26.55,2.0,0.0,0,1,0,1,0,0,0,1,0.0
30.0,1.0,106.425,1.0,0.0,1,0,0,1,1,0,0,0,1.0
23.333333333333332,3.0,14.5,2.0,1.0,0,1,0,1,0,1,0,0,0.0
22.0,1.0,49.5,2.0,1.0,1,0,0,1,1,0,0,0,1.0
36.0,1.0,71.0,2.0,0.0,1,0,1,0,1,0,0,0,1.0
9.0,3.0,31.275,2.0,1.0,1,0,1,0,1,0,0,0,0.0
11.0,3.0,31.275,2.0,1.0,1,0,1,0,1,0,0,0,0.0
32.0,2.0,26.0,2.0,0.0,0,1,1,0,0,1,0,0,1.0
50.0,1.0,106.425,1.0,0.0,0,1,0,1,0,1,0,0,0.0
64.0,1.0,26.0,2.0,2.0,0,1,0,1,0,1,0,0,0.0
19.0,2.0,26.0,2.0,1.0,1,0,1,0,0,0,1,0,1.0
25.666666666666668,2.0,13.8625,2.0,1.0,0,1,0,1,0,0,0,1,1.0
33.0,3.0,20.525,2.0,0.0,0,1,1,0,0,1,0,0,0.0
8.0,2.0,36.75,2.0,1.0,0,1,1,0,0,0,0,1,1.0
17.0,1.0,110.8833,1.0,1.0,0,1,1,0,0,1,0,0,1.0
27.0,2.0,26.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
28.0,3.0,7.8292,2.0,0.0,0,1,1,0,0,1,0,0,0.0
22.0,3.0,7.225,2.0,1.0,0,1,0,1,0,1,0,0,1.0
22.0,3.0,7.775,2.0,1.0,1,0,0,1,1,0,0,0,1.0
62.0,1.0,26.55,2.0,2.0,0,1,0,1,0,1,0,0,0.0
48.0,1.0,39.6,2.0,0.0,1,0,1,0,0,0,0,1,1.0
27.333333333333332,1.0,227.525,0.0,0.0,0,1,0,1,0,1,0,0,0.0
39.0,1.0,79.65,2.0,0.0,1,0,1,0,0,0,1,0,1.0
36.0,3.0,17.4,2.0,0.0,1,0,0,1,0,0,0,1,1.0
27.0,3.0,7.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
40.0,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
28.0,2.0,13.5,2.0,0.0,0,1,0,1,0,1,0,0,0.0
29.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
30.333333333333332,3.0,8.05,2.0,0.0,1,0,0,1,1,0,0,0,0.0
24.0,3.0,24.15,2.0,1.0,0,1,1,0,0,1,0,0,0.0
19.0,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
29.0,3.0,21.075,2.0,0.0,1,0,1,0,0,0,1,0,0.0
37.666666666666664,3.0,7.2292,2.0,0.0,0,1,0,1,0,1,0,0,0.0
32.0,3.0,7.8542,2.0,0.0,0,1,0,1,0,1,0,0,1.0
62.0,2.0,10.5,2.0,2.0,0,1,1,0,0,1,0,0,1.0
53.0,1.0,51.4792,2.0,0.0,1,0,0,1,0,0,1,0,1.0
36.0,1.0,26.3875,2.0,0.0,0,1,1,0,0,1,0,0,1.0
36.666666666666664,3.0,7.75,2.0,0.0,1,0,1,0,1,0,0,0,1.0
16.0,3.0,8.05,2.0,1.0,0,1,0,1,0,1,0,0,0.0
19.0,3.0,14.5,2.0,1.0,0,1,0,1,0,1,0,0,0.0
34.0,2.0,13.0,2.0,0.0,1,0,0,1,1,0,0,0,1.0
39.0,1.0,55.9,2.0,0.0,1,0,1,0,0,0,1,0,1.0
28.333333333333332,3.0,14.4583,2.0,0.0,1,0,0,1,0,0,1,0,0.0
32.0,3.0,7.925,2.0,0.0,0,1,1,0,0,1,0,0,1.0
25.0,2.0,30.0,2.0,1.0,1,0,0,1,1,0,0,0,1.0
39.0,1.0,110.8833,1.0,0.0,1,0,1,0,0,0,1,0,1.0
54.0,2.0,26.0,2.0,2.0,0,1,0,1,0,1,0,0,0.0
36.0,1.0,40.125,2.0,0.0,0,1,0,1,0,1,0,0,0.0
29.666666666666668,3.0,8.7125,2.0,0.0,0,1,0,1,0,1,0,0,0.0
18.0,1.0,79.65,2.0,1.0,1,0,1,0,1,0,0,0,1.0
47.0,2.0,15.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
60.0,1.0,79.2,2.0,2.0,0,1,0,1,0,1,0,0,1.0
22.0,3.0,8.05,2.0,1.0,0,1,0,1,0,1,0,0,0.0
34.666666666666664,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
35.0,3.0,7.125,2.0,0.0,0,1,0,1,0,1,0,0,0.0
52.0,1.0,78.2667,2.0,0.0,1,0,0,1,0,0,1,0,1.0
47.0,3.0,7.25,2.0,0.0,0,1,0,1,0,1,0,0,0.0
34.666666666666664,3.0,7.75,2.0,0.0,1,0,1,0,1,0,0,0,0.0
37.0,2.0,26.0,2.0,0.0,0,1,1,0,0,1,0,0,0.0
36.0,3.0,24.15,2.0,0.0,0,1,1,0,0,0,0,1,0.0
32.333333333333336,2.0,33.0,2.0,0.0,1,0,0,1,1,0,0,0,1.0
49.0,3.0,0.0,2.0,0.0,0,1,1,0,0,1,0,0,0.0
46.666666666666664,3.0,7.225,2.0,0.0,0,1,1,0,0,1,0,0,0.0
49.0,1.0,56.9292,2.0,0.0,0,1,1,0,0,0,0,1,1.0
24.0,2.0,27.0,2.0,1.0,1,0,1,0,0,0,1,0,1.0
36.666666666666664,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
29.333333333333332,1.0,42.4,2.0,0.0,0,1,0,1,0,1,0,0,0.0
44.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
35.0,1.0,26.55,2.0,0.0,0,1,0,1,0,1,0,0,1.0
36.0,3.0,15.55,2.0,0.0,0,1,0,1,0,1,0,0,0.0
30.0,3.0,7.8958,2.0,0.0,0,1,0,1,0,1,0,0,0.0
27.0,1.0,30.5,2.0,0.0,0,1,0,1,0,1,0,0,1.0
22.0,2.0,41.5792,2.0,1.0,1,0,1,0,0,0,1,0,1.0
40.0,1.0,153.4625,1.0,0.0,1,0,0,1,1,0,0,0,1.0
39.0,3.0,31.275,2.0,0.0,1,0,1,0,0,0,1,0,0.0
36.333333333333336,3.0,7.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
32.0,3.0,15.5,2.0,0.0,1,0,1,0,1,0,0,0,1.0
30.333333333333332,3.0,7.75,2.0,0.0,0,1,0,1,0,1,0,0,0.0
35.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
24.0,2.0,65.0,2.0,1.0,1,0,1,0,1,0,0,0,1.0
34.0,3.0,14.4,2.0,0.0,0,1,1,0,0,1,0,0,0.0
26.0,3.0,16.1,2.0,1.0,1,0,1,0,0,0,1,0,0.0
4.0,2.0,39.0,2.0,1.0,1,0,1,0,1,0,0,0,1.0
26.0,2.0,10.5,2.0,1.0,0,1,0,1,0,1,0,0,0.0
27.0,3.0,14.4542,2.0,0.0,0,1,1,0,0,1,0,0,0.0
42.0,1.0,52.5542,2.0,0.0,0,1,0,1,0,1,0,0,1.0
20.0,3.0,15.7417,2.0,1.0,0,1,1,0,0,1,0,0,1.0
21.0,3.0,7.8542,2.0,1.0,0,1,1,0,0,1,0,0,0.0
21.0,3.0,16.1,2.0,1.0,0,1,0,1,0,1,0,0,0.0
61.0,1.0,32.3208,2.0,2.0,0,1,0,1,0,1,0,0,0.0
57.0,2.0,12.35,2.0,2.0,0,1,0,1,0,0,0,1,0.0
21.0,1.0,77.9583,2.0,1.0,1,0,0,1,1,0,0,0,1.0
26.0,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
44.666666666666664,3.0,7.7333,2.0,0.0,0,1,0,1,0,1,0,0,0.0
80.0,1.0,30.0,2.0,2.0,0,1,0,1,0,1,0,0,1.0
51.0,3.0,7.0542,2.0,0.0,0,1,0,1,0,1,0,0,0.0
32.0,1.0,30.5,2.0,0.0,0,1,0,1,0,0,0,1,1.0
36.333333333333336,1.0,0.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
9.0,3.0,27.9,2.0,1.0,1,0,1,0,1,0,0,0,0.0
28.0,2.0,13.0,2.0,0.0,1,0,0,1,1,0,0,0,1.0
32.0,3.0,7.925,2.0,0.0,0,1,0,1,0,1,0,0,0.0
31.0,2.0,26.25,2.0,0.0,0,1,1,0,0,1,0,0,0.0
41.0,3.0,39.6875,2.0,0.0,1,0,1,0,0,0,1,0,0.0
16.25,3.0,16.1,2.0,1.0,0,1,1,0,0,1,0,0,0.0
20.0,3.0,7.8542,2.0,1.0,0,1,1,0,0,1,0,0,0.0
24.0,1.0,69.3,2.0,1.0,1,0,0,1,0,0,0,1,1.0
2.0,3.0,27.9,2.0,1.0,1,0,1,0,1,0,0,0,0.0
37.666666666666664,3.0,56.4958,2.0,0.0,0,1,0,1,0,1,0,0,1.0
0.75,3.0,19.2583,2.0,1.0,1,0,1,0,1,0,0,0,1.0
48.0,1.0,76.7292,2.0,0.0,0,1,1,0,0,1,0,0,1.0
19.0,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
56.0,1.0,35.5,2.0,2.0,0,1,0,1,0,0,0,1,1.0
21.0,3.0,7.55,2.0,1.0,0,1,0,1,0,1,0,0,0.0
23.0,3.0,7.55,2.0,1.0,1,0,1,0,1,0,0,0,1.0
21.0,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
18.0,2.0,23.0,2.0,1.0,1,0,1,0,1,0,0,0,1.0
21.0,3.0,8.4333,2.0,1.0,0,1,0,1,0,1,0,0,0.0
20.666666666666668,3.0,7.8292,2.0,1.0,1,0,0,1,1,0,0,0,1.0
18.0,3.0,6.75,2.0,1.0,1,0,0,1,1,0,0,0,0.0
24.0,2.0,73.5,2.0,1.0,0,1,1,0,0,1,0,0,0.0
26.333333333333332,3.0,7.8958,2.0,1.0,0,1,0,1,0,1,0,0,0.0
32.0,3.0,15.5,2.0,0.0,1,0,1,0,0,0,1,0,0.0
23.0,2.0,13.0,2.0,1.0,0,1,0,1,0,1,0,0,0.0
58.0,1.0,113.275,1.0,2.0,0,1,1,0,0,1,0,0,0.0
50.0,1.0,133.65,1.0,0.0,0,1,1,0,0,0,0,1,1.0
40.0,3.0,7.225,2.0,0.0,0,1,0,1,0,1,0,0,0.0
47.0,1.0,25.5875,2.0,0.0,0,1,0,1,0,1,0,0,0.0
36.0,3.0,7.4958,2.0,0.0,0,1,1,0,0,1,0,0,0.0
20.0,3.0,7.925,2.0,1.0,0,1,0,1,0,1,0,0,1.0
32.0,2.0,73.5,2.0,0.0,0,1,1,0,0,1,0,0,0.0
25.0,2.0,13.0,2.0,1.0,0,1,0,1,0,1,0,0,0.0
33.0,3.0,7.775,2.0,0.0,0,1,0,1,0,1,0,0,0.0
43.0,3.0,8.05,2.0,0.0,0,1,0,1,0,1,0,0,0.0
38.0,1.0,52.0,2.0,0.0,1,0,1,0,0,0,1,0,1.0
40.0,2.0,39.0,2.0,0.0,1,0,1,0,0,0,1,0,1.0
31.0,1.0,52.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
70.0,2.0,10.5,2.0,2.0,0,1,0,1,0,1,0,0,0.0
31.0,2.0,13.0,2.0,0.0,0,1,0,1,0,1,0,0,1.0
28.5,2.0,0.0,2.0,0.0,0,1,0,1,0,1,0,0,0.0
18.0,3.0,7.775,2.0,1.0,0,1,0,1,0,1,0,0,0.0
24.5,3.0,8.05,2.0,1.0,0,1,0,1,0,1,0,0,0.0
18.0,3.0,9.8417,2.0,1.0,1,0,0,1,1,0,0,0,1.0
43.0,3.0,46.9,2.0,0.0,1,0,1,0,0,0,1,0,0.0
20.833333333333332,3.0,8.1375,2.0,1.0,1,0,0,1,1,0,0,0,0.0
