Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age-Binning,Antiguedad-Binning,Estado
1,3,0,0,56,1,5,2,2,3,4,2,7,4,10,5,0,0,0,0,0,0,1,3,3,0
1,4,0,0,29,1,4,3,4,1,1,1,3,3,5,1,0,0,0,0,0,0,0,1,1,1
1,4,0,0,30,1,1,3,1,4,2,1,3,5,8,1,0,0,0,1,0,0,1,1,2,0
1,3,0,1,64,3,1,1,1,1,3,1,9,3,9,6,0,0,0,0,0,0,0,2,2,0
0,2,1,0,46,1,1,1,1,1,1,3,3,0,4,7,0,0,0,0,0,0,0,1,3,1
1,3,0,1,84,1,1,1,1,1,4,2,8,2,4,8,0,0,0,0,0,0,0,2,3,1
1,2,0,0,20,1,1,1,3,1,1,2,4,1,6,7,0,0,0,0,0,0,0,3,3,1
1,4,0,1,74,1,1,1,1,1,2,1,5,1,8,2,0,0,0,0,0,0,0,2,1,1
1,3,1,1,18,1,1,1,1,1,1,2,2,0,3,5,0,0,0,0,0,0,0,2,1,1
1,2,1,0,75,1,1,1,1,1,1,1,3,1,2,7,0,0,0,0,0,0,0,2,2,1
1,4,0,0,17,2,3,2,3,2,2,1,6,3,13,3,0,0,0,0,0,0,0,3,3,1
1,3,1,1,88,1,1,2,2,3,3,13,6,2,12,5,0,0,0,0,0,0,0,3,3,1
1,4,0,0,19,2,5,3,4,4,1,1,5,11,5,3,0,0,0,0,0,0,0,2,1,0
1,2,0,0,62,1,1,1,1,1,1,3,7,1,5,8,0,0,0,0,0,0,0,3,2,0
0,2,0,0,11,1,1,1,1,1,1,1,1,0,3,7,1,0,0,0,0,0,0,1,2,1
1,2,1,0,74,1,1,1,1,1,1,3,3,1,3,7,0,0,0,0,0,0,0,2,1,1
1,4,0,0,32,3,4,3,5,1,4,1,2,7,9,4,0,0,1,0,0,0,0,1,3,1
1,1,2,0,76,1,1,1,1,1,1,3,3,0,3,9,0,0,0,0,0,0,0,2,1,1
1,2,1,1,6,1,1,1,1,1,1,1,0,0,3,6,0,0,0,0,0,0,0,2,3,1
1,3,0,1,62,5,1,1,1,1,1,3,3,6,11,8,0,1,0,0,1,0,0,3,3,1
0,2,1,0,20,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,3,0
1,2,1,0,43,1,1,1,1,1,1,1,3,0,3,8,0,0,0,0,0,0,0,1,3,1
1,4,0,0,45,2,1,2,2,2,1,1,2,3,6,1,0,0,0,0,0,0,0,1,3,0
1,3,0,1,34,3,1,1,1,1,1,5,8,3,12,5,0,1,0,0,0,0,0,2,1,0
1,2,1,1,53,1,1,1,1,1,1,4,3,1,3,5,0,0,0,0,0,0,0,3,1,0
0,3,0,1,44,2,1,1,1,1,1,1,9,2,9,6,0,0,0,0,0,0,0,3,2,1
1,3,1,0,89,1,1,1,1,1,1,1,2,1,3,4,0,0,0,0,0,0,0,1,1,1
1,2,1,0,43,1,1,1,1,1,1,3,5,1,4,8,0,0,0,0,0,0,0,1,1,0
1,2,1,0,68,1,1,1,1,1,1,3,3,1,3,7,0,0,0,0,0,0,0,1,1,1
1,4,0,0,44,2,4,1,5,4,2,1,6,7,9,2,0,0,0,1,0,0,0,2,2,1
1,2,0,0,64,1,1,1,1,1,1,1,3,0,3,9,0,0,0,0,0,0,1,2,3,0
1,4,0,0,85,3,1,3,1,2,1,1,2,5,10,1,0,0,1,0,0,0,0,3,1,0
1,4,0,1,93,2,1,1,1,1,1,1,8,3,6,7,0,1,0,0,0,0,0,2,2,1
1,2,0,0,12,1,1,1,1,1,1,1,4,2,4,4,0,0,0,0,0,0,0,1,2,1
1,1,1,0,86,1,1,1,1,1,1,4,3,1,3,6,0,0,0,0,0,0,0,2,1,0
1,2,2,1,28,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2,2,1
1,4,0,0,42,3,2,3,2,2,1,1,6,6,10,3,0,0,0,0,0,0,0,2,3,0
1,3,1,1,13,1,1,1,1,1,1,6,3,1,6,4,0,0,0,0,0,0,0,2,1,1
1,2,1,1,86,1,1,1,1,1,1,2,2,0,3,5,0,0,0,0,0,0,0,3,1,1
1,2,1,1,59,1,1,1,1,1,1,2,3,0,3,7,0,0,0,0,0,0,0,2,2,1
1,4,1,0,30,1,2,1,2,1,1,2,4,3,6,3,0,0,0,0,0,0,0,1,3,0
1,2,1,1,33,1,1,1,1,1,1,2,1,0,3,5,0,0,0,0,0,0,0,3,2,1
1,4,0,1,23,2,1,1,1,1,2,3,3,3,12,2,0,0,0,0,0,0,0,2,3,1
1,2,1,0,81,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,2,1
1,3,1,1,6,1,1,1,1,1,1,1,1,0,2,7,0,0,0,0,0,0,0,2,1,0
1,4,0,1,41,3,2,2,2,1,2,5,10,3,5,7,0,0,0,0,0,0,0,2,3,0
1,2,0,1,78,2,1,1,1,1,1,6,8,2,8,8,0,0,0,0,0,0,0,3,3,0
1,3,0,0,49,3,1,2,1,2,3,1,4,8,5,3,0,0,0,0,0,0,0,3,2,1
1,1,1,0,39,1,1,1,1,1,1,3,2,0,4,8,0,0,0,0,0,0,0,2,2,0
1,2,1,0,3,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,2,1
1,3,2,1,37,1,1,1,1,1,1,1,1,0,3,4,0,0,0,0,0,0,0,3,2,1
1,2,1,0,22,1,1,1,1,1,1,4,3,1,4,8,0,0,0,0,0,0,0,1,3,0
1,2,1,0,79,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,1,2,0
1,2,0,0,46,1,1,1,1,1,1,1,1,1,3,4,0,0,0,0,0,0,0,1,2,0
1,4,0,1,82,4,1,2,1,1,1,2,9,3,5,5,0,0,0,0,0,0,1,3,2,1
1,2,1,0,10,1,1,1,1,1,1,1,1,1,2,7,1,0,0,0,0,0,1,2,3,1
1,1,1,0,51,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,0,1,2,1
1,3,0,2,38,2,2,2,3,2,3,1,4,5,12,3,0,0,0,0,0,0,0,2,3,0
1,4,0,0,10,3,4,2,2,3,1,1,11,4,6,4,0,1,1,1,0,0,1,2,3,0
1,2,1,0,14,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,3,1
1,4,0,0,18,3,2,3,1,1,3,1,7,6,8,3,0,0,1,0,0,0,1,2,3,1
1,4,0,0,95,2,1,5,2,3,1,1,4,5,11,3,0,0,0,0,0,0,0,1,3,0
1,2,0,0,11,1,1,1,1,1,1,1,2,1,4,6,0,0,0,0,0,0,0,1,1,0
1,3,0,1,65,4,1,1,1,1,1,3,4,2,11,8,0,1,0,0,1,0,0,2,3,1
1,3,0,1,71,2,1,1,1,1,1,2,3,5,8,3,0,0,0,0,0,0,0,3,2,1
0,2,1,0,13,1,1,1,1,1,1,1,1,0,2,8,1,0,0,0,0,0,1,2,2,1
1,4,0,0,58,1,1,2,4,4,4,1,2,9,4,1,0,0,0,0,0,0,0,3,1,0
1,3,1,1,65,1,1,1,1,1,1,2,1,0,3,6,0,0,0,0,0,0,0,2,2,1
1,5,0,0,0,1,3,2,3,5,5,1,4,4,6,1,0,0,0,0,0,0,1,2,1,0
1,2,1,1,33,1,1,1,1,1,1,3,2,0,3,7,0,0,0,0,0,0,0,2,3,0
1,2,1,0,90,1,1,1,1,1,1,1,1,0,2,6,1,0,0,0,0,0,0,2,1,1
1,4,0,1,95,2,1,2,1,1,1,4,6,7,9,4,0,0,0,0,0,0,0,3,1,1
1,4,1,0,93,3,3,3,2,3,2,2,8,4,8,4,1,0,1,0,0,0,0,1,3,1
1,4,0,0,38,2,1,3,1,1,1,3,4,6,5,3,0,0,0,0,0,0,1,2,2,0
1,4,0,0,18,2,3,3,3,1,1,1,3,4,10,1,0,0,0,0,0,0,0,2,3,1
1,3,0,1,57,4,1,2,1,1,1,5,11,3,5,6,0,0,0,0,0,0,0,2,3,0
1,2,1,1,45,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,1,0,1,1,0
1,3,0,1,61,1,1,1,1,1,1,1,2,0,4,6,0,1,0,0,0,0,0,3,2,1
1,4,0,0,6,2,2,4,2,4,1,1,3,3,8,1,0,0,0,0,0,0,0,2,3,1
1,4,0,0,65,3,1,1,2,1,1,1,5,3,5,2,0,0,0,0,0,1,0,3,2,1
1,3,0,2,52,1,1,1,1,1,1,2,4,6,4,5,0,0,0,0,0,0,0,3,2,1
1,4,0,0,87,3,5,5,5,5,2,1,4,7,10,2,0,1,0,0,0,0,0,3,3,1
1,3,0,1,38,2,1,1,1,1,1,3,6,2,10,4,0,0,0,0,0,0,0,2,1,0
1,2,2,0,53,1,1,1,1,1,1,3,2,1,4,4,0,0,0,0,0,0,0,1,1,1
1,2,1,0,31,1,1,1,1,1,1,1,1,0,2,9,0,0,0,0,0,0,0,1,3,1
1,3,1,1,67,1,1,1,1,1,2,7,6,3,6,7,0,0,0,0,0,0,0,2,3,1
1,3,0,1,65,2,1,1,1,1,3,2,6,2,9,4,0,0,0,0,0,0,0,2,3,0
1,4,0,0,64,2,1,5,3,2,1,1,4,10,11,2,0,0,0,0,0,0,0,2,2,1
1,2,1,0,82,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2,3,0
1,4,0,0,27,3,1,3,3,4,5,1,4,3,8,3,0,0,0,0,0,0,0,2,3,1
1,3,0,1,63,3,1,1,1,1,1,2,2,4,8,8,0,0,0,0,0,0,0,2,3,0
0,2,1,0,66,1,1,1,1,1,1,1,1,0,3,6,0,0,0,0,0,0,0,1,1,1
1,3,1,1,69,1,1,1,1,1,1,6,5,1,4,8,0,0,0,0,0,0,0,2,3,1
1,2,1,0,52,1,1,1,1,1,1,1,1,1,2,4,1,0,0,0,0,0,0,2,2,0
1,3,0,1,45,4,1,2,1,1,2,4,4,3,12,8,0,1,0,0,0,0,0,2,3,0
1,2,1,1,2,1,1,1,1,1,1,3,3,0,3,8,0,0,0,0,0,0,1,2,2,0
1,3,1,1,86,1,1,1,1,1,1,4,3,2,2,8,0,0,0,0,0,0,0,2,3,0
1,2,0,0,23,1,1,1,1,1,1,1,1,1,2,9,1,0,0,0,0,0,1,2,3,0
1,2,1,0,13,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,1,3,0
1,4,0,1,14,4,1,1,1,1,3,2,3,5,10,6,0,0,0,0,0,0,0,2,2,1
1,2,1,0,92,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,2,2,0
1,2,2,0,38,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,2,3,1
1,1,1,0,74,1,1,1,1,1,1,1,0,0,3,7,0,0,0,0,0,0,0,1,1,1
1,2,0,0,14,1,1,1,2,2,2,3,4,1,6,7,0,0,0,0,0,0,0,3,3,0
0,2,2,1,94,1,1,1,1,1,1,7,4,1,4,8,0,0,0,0,0,0,0,2,3,1
1,2,1,0,33,1,1,1,1,1,1,1,0,1,2,3,0,0,0,0,0,0,0,1,1,0
1,1,1,0,32,1,1,1,1,1,1,3,1,2,2,5,0,0,0,0,0,0,0,2,2,0
1,3,0,1,11,2,1,1,1,1,3,3,7,3,4,7,0,1,0,0,0,0,1,2,2,1
1,3,0,1,78,2,2,1,1,2,4,4,4,5,13,2,0,0,0,0,0,0,0,2,3,1
1,2,0,1,56,1,1,1,1,1,1,1,2,1,3,6,0,0,0,0,0,0,0,3,3,1
1,4,1,1,57,3,1,1,1,1,2,3,2,2,12,5,0,0,0,0,0,0,0,2,2,0
1,5,0,0,7,2,4,4,1,4,2,0,5,6,8,1,0,0,1,0,0,0,0,1,1,1
1,3,1,0,0,1,1,1,1,1,1,2,3,1,6,4,0,0,0,0,0,0,0,1,1,1
1,4,0,0,66,2,4,2,2,3,2,1,5,4,6,2,0,0,0,0,0,0,0,1,1,0
1,3,0,0,86,1,1,1,1,1,1,1,4,1,4,6,0,0,0,0,0,0,0,3,2,1
1,4,0,1,80,2,1,1,1,1,2,3,5,3,12,3,0,0,0,0,0,0,0,2,1,1
1,4,0,0,56,4,1,3,2,1,1,1,4,9,10,2,0,0,0,0,0,0,0,1,2,1
1,3,1,1,18,1,1,1,1,1,1,4,3,1,4,8,0,0,0,0,0,0,0,2,3,1
1,1,1,0,51,1,1,1,1,1,1,2,1,1,2,8,0,0,0,0,0,0,1,1,3,1
1,2,1,0,71,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,3,0
0,1,1,0,71,1,1,1,1,1,1,4,2,2,3,7,0,0,0,0,0,0,1,1,3,1
0,2,1,1,80,1,1,1,1,1,1,4,2,1,3,6,0,0,0,0,0,0,0,3,2,0
1,4,0,0,2,3,3,1,3,2,1,1,9,4,9,5,0,0,0,0,0,0,0,2,3,1
1,2,1,1,83,1,1,1,1,1,1,5,2,1,5,5,0,0,0,0,0,0,0,2,2,0
1,2,0,0,29,1,1,1,1,1,3,1,5,1,4,7,0,0,0,0,0,0,0,2,3,1
1,3,1,2,11,2,1,1,1,1,1,9,6,3,6,7,0,1,0,0,0,0,1,3,2,0
1,3,1,1,55,1,1,1,1,1,1,1,1,0,3,6,0,0,0,0,0,0,0,2,1,1
1,2,1,0,19,1,1,1,1,1,1,3,2,0,4,8,0,0,0,0,0,0,1,2,3,0
1,4,1,1,1,1,1,1,1,1,1,3,5,1,5,6,0,0,0,0,0,0,0,2,1,0
1,2,1,0,19,1,1,1,1,1,1,1,3,0,2,9,0,0,0,0,0,0,0,2,2,1
1,3,0,2,28,2,1,1,1,1,1,3,7,1,8,7,0,0,0,0,0,0,0,2,3,1
0,2,1,0,76,1,1,1,1,1,1,2,3,0,3,8,0,0,0,0,0,0,1,1,3,0
1,3,0,1,50,2,2,2,2,4,1,4,4,3,6,4,0,0,0,0,0,0,0,2,3,1
1,4,0,1,1,5,1,2,1,1,1,3,11,9,12,6,0,0,0,1,0,0,0,3,2,1
1,3,1,0,90,1,2,1,2,2,1,3,5,1,7,7,0,0,0,0,0,0,0,1,3,0
1,4,0,1,83,2,1,2,1,1,3,2,5,4,8,3,0,0,0,0,0,0,0,2,3,1
1,4,0,0,73,2,1,4,4,1,1,1,3,5,10,1,0,0,0,0,0,0,0,3,1,1
0,1,1,0,24,1,1,1,1,1,1,3,2,1,3,5,1,0,0,0,0,0,0,2,1,1
1,4,0,0,11,4,1,2,2,1,1,1,2,7,11,5,0,1,1,1,1,0,0,1,1,1
1,5,0,0,33,3,3,1,4,4,3,1,7,9,9,3,0,0,1,1,0,0,1,1,3,0
1,3,1,1,4,3,1,1,1,1,1,9,10,2,8,8,0,0,0,0,0,0,0,2,3,1
1,2,1,0,14,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2,1,1
1,2,1,0,30,1,1,1,1,1,1,1,2,0,3,6,0,0,0,0,0,0,0,1,1,1
1,1,1,0,75,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,1,1,1
1,4,0,0,26,4,2,1,1,3,2,1,3,4,8,1,0,1,1,0,0,0,1,2,2,1
1,5,0,0,77,5,2,4,2,1,1,0,7,10,5,2,0,0,1,0,0,0,0,3,2,1
1,3,1,2,8,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,3,1,1
1,5,0,0,42,2,4,5,4,3,1,1,6,7,13,1,0,1,1,1,0,0,0,1,1,1
1,4,1,0,28,3,1,2,1,1,2,2,2,5,10,6,0,1,0,1,0,0,0,1,1,1
0,1,1,0,52,1,1,1,1,1,1,2,1,0,4,5,0,0,0,0,0,0,0,1,1,1
1,3,0,1,1,2,1,1,2,5,4,2,5,5,12,3,0,0,0,0,0,0,0,2,2,1
1,5,0,0,1,5,1,2,1,1,1,1,2,4,9,4,0,1,1,1,1,0,1,2,2,0
1,2,1,0,42,1,1,2,1,1,4,5,8,1,7,8,0,0,0,0,0,0,0,1,3,1
0,4,1,1,76,2,2,1,3,3,2,15,9,6,9,7,0,0,0,0,0,0,0,2,3,1
1,4,0,1,27,2,2,3,1,1,3,1,8,3,13,4,0,0,0,0,0,0,0,2,1,1
1,2,1,0,28,1,1,1,1,1,1,2,1,0,4,5,0,0,0,0,0,0,0,2,1,0
1,3,0,1,49,1,1,1,1,1,1,1,1,0,3,5,0,0,0,0,0,0,0,3,2,1
1,4,0,1,12,2,1,2,1,1,1,3,6,2,12,5,0,0,0,0,0,0,0,2,1,0
1,3,0,1,14,2,1,1,1,1,1,2,9,1,5,8,0,0,0,0,0,0,0,3,2,0
1,2,1,0,89,1,1,1,1,1,1,3,2,1,4,7,0,0,0,0,0,0,0,2,2,1
0,1,1,0,96,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,0,1,3,1
1,2,1,0,56,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,1,2,1
1,3,0,1,72,1,1,1,1,1,1,2,2,1,5,4,0,0,0,0,0,0,0,3,1,1
1,1,0,0,14,1,1,1,1,1,1,1,0,0,3,5,0,0,0,0,0,0,0,3,2,1
1,2,1,0,13,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,1,3,0
0,1,0,0,99,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,2,1,1
1,2,0,0,72,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,2,2,0
1,2,1,0,92,1,1,1,1,1,1,2,5,0,4,8,0,0,0,0,0,0,0,2,2,0
1,4,0,0,87,2,5,3,2,4,1,1,4,5,7,1,1,0,0,1,0,0,0,2,1,0
1,2,1,0,7,1,1,1,1,1,1,2,2,0,3,8,0,0,0,0,0,0,0,2,2,1
1,3,0,1,91,1,1,1,1,2,1,2,3,2,9,3,0,0,0,0,0,0,0,3,1,1
1,3,0,1,71,2,1,2,1,1,1,5,4,7,11,3,0,0,0,0,0,0,0,3,2,0
1,3,0,1,24,3,1,1,2,2,1,3,8,9,7,7,0,0,0,0,0,0,0,2,3,1
1,2,1,0,17,1,1,1,1,1,1,1,2,0,4,5,0,0,0,0,0,0,0,2,2,0
0,4,1,1,87,1,2,1,2,1,1,2,4,2,8,3,0,0,0,0,0,0,0,1,1,1
1,4,0,1,21,2,1,2,1,2,1,3,9,5,10,7,0,0,0,0,0,0,0,2,3,1
1,2,1,2,90,1,1,1,1,1,1,7,5,1,6,8,0,0,0,0,0,0,0,2,3,1
0,5,0,0,44,3,1,5,4,5,2,1,7,7,9,4,0,1,0,1,0,0,1,2,3,0
1,2,1,0,71,1,1,1,1,1,1,4,4,1,5,6,1,0,0,0,0,0,1,1,2,1
1,3,0,1,52,1,1,1,1,1,1,2,2,1,8,2,0,0,0,0,0,0,0,3,1,1
0,4,0,0,78,2,3,3,5,3,1,1,5,7,6,3,0,0,0,0,0,0,0,1,3,1
1,3,0,1,2,2,1,2,1,1,2,4,2,2,8,7,0,0,0,1,0,0,1,2,1,1
1,4,0,0,60,1,1,2,4,5,3,1,3,7,11,1,0,0,0,0,0,0,0,3,2,0
1,3,0,1,25,1,1,1,1,1,1,2,3,1,3,6,0,0,0,0,0,0,0,3,1,0
1,4,0,0,47,2,3,3,4,3,5,1,3,7,8,1,1,0,0,0,0,0,0,2,1,1
1,2,1,0,46,1,1,1,1,1,1,2,4,0,3,7,0,0,0,0,0,0,0,2,1,1
1,4,0,0,83,3,1,3,1,1,1,1,2,8,9,1,0,0,0,0,0,0,0,2,1,0
1,4,0,0,17,5,1,3,1,1,1,1,5,6,5,2,0,1,1,0,0,0,1,3,2,1
1,2,1,0,13,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,0,2,3,0
1,3,0,2,86,2,2,1,1,1,1,3,7,2,8,6,0,0,0,0,0,0,0,3,1,1
1,3,1,0,92,3,1,1,1,1,2,3,7,3,12,7,0,0,0,0,0,0,0,2,3,1
1,3,0,1,47,2,2,2,2,5,2,4,6,10,13,4,0,0,0,0,0,0,0,2,2,1
1,2,1,0,18,1,1,1,1,1,1,1,1,0,2,8,0,0,0,0,0,0,1,1,2,1
1,3,1,0,81,3,1,1,1,1,1,7,8,6,9,6,0,1,0,0,0,0,1,1,3,1
1,2,1,1,91,1,1,1,1,1,1,2,1,0,3,7,0,0,0,0,0,0,0,1,3,1
1,1,1,0,58,1,1,1,1,1,1,1,1,1,2,5,0,0,0,0,0,0,0,1,1,0
1,3,0,1,40,2,1,1,3,2,3,4,8,3,11,5,0,0,0,0,0,0,0,3,3,1
1,2,1,1,67,1,1,1,1,1,1,2,1,0,3,3,0,0,0,0,0,0,0,2,1,0
1,3,0,1,19,2,1,1,1,1,1,1,7,1,8,5,0,0,0,0,0,0,0,2,1,1
1,3,0,1,93,2,1,1,1,1,2,4,6,2,7,5,0,0,0,0,0,0,0,2,3,1
1,2,1,0,41,1,1,1,1,1,3,7,7,3,4,8,0,0,0,0,0,0,0,2,3,1
1,2,1,0,60,1,1,1,1,1,1,1,2,1,2,7,0,0,0,0,0,0,0,2,1,1
1,2,1,0,54,1,1,1,1,1,1,1,2,0,3,6,0,0,0,0,0,0,0,2,2,0
1,2,1,0,26,1,1,1,1,1,2,2,6,2,2,9,1,0,0,0,0,0,1,2,3,0
1,2,0,1,30,1,1,1,1,1,1,4,4,2,5,5,0,0,0,0,0,0,0,2,2,1
1,4,0,0,93,2,1,1,3,2,1,1,5,9,4,3,0,0,0,0,0,0,0,2,3,1
1,4,0,0,35,2,2,1,4,1,1,1,5,10,13,3,0,0,0,0,0,0,1,2,3,0
1,4,0,1,4,3,1,2,1,1,1,2,3,5,7,7,0,0,0,0,0,0,0,2,1,1
1,3,0,1,92,2,1,1,1,1,2,2,7,2,10,6,0,0,0,0,0,0,0,2,2,1
1,1,1,0,24,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,2,1,1
0,2,0,0,96,1,1,1,1,1,1,1,4,1,4,8,0,0,0,0,0,0,0,3,3,0
1,4,0,1,11,4,1,4,2,2,3,2,2,5,12,6,0,0,0,0,0,0,0,3,3,1
1,3,1,0,99,1,1,1,1,1,1,2,6,1,5,8,0,0,0,0,0,0,0,2,3,0
1,4,0,0,72,4,1,2,5,2,1,1,3,5,13,6,0,0,0,1,0,0,0,3,3,1
1,3,0,1,77,3,1,1,1,1,3,4,2,6,3,8,0,0,0,0,0,0,0,2,3,0
1,3,0,0,85,2,1,1,1,1,1,1,9,4,6,7,0,1,0,0,0,0,0,3,1,0
1,3,0,1,88,2,1,2,1,1,1,3,5,3,11,5,0,0,0,0,0,0,0,2,2,0
1,3,0,1,22,1,1,1,1,1,1,1,2,0,3,3,0,0,0,0,0,0,0,1,1,0
1,4,0,1,83,5,1,2,1,1,1,1,4,9,4,6,0,0,0,0,0,0,0,2,2,1
1,4,0,1,63,2,1,2,2,1,1,3,6,7,11,3,0,0,0,0,0,0,0,3,1,1
1,4,0,0,9,2,1,2,2,1,1,1,4,3,13,2,0,0,0,0,0,0,0,3,2,1
1,2,1,1,92,1,1,1,1,1,1,2,1,1,2,8,0,0,0,0,0,0,0,3,3,1
1,3,0,1,2,1,1,1,1,1,1,1,1,0,3,5,0,0,0,0,0,0,0,2,1,1
0,2,0,0,6,1,1,1,1,2,3,1,4,1,3,8,0,0,0,0,0,0,0,1,3,1
1,4,1,0,66,4,1,1,2,1,3,2,4,3,12,8,0,0,0,0,0,0,0,1,3,1
1,3,0,1,49,1,1,1,1,1,1,1,1,0,3,5,0,0,0,0,0,0,0,3,2,1
1,3,0,0,29,3,1,2,1,1,3,2,10,4,12,6,0,0,0,0,0,0,0,3,3,0
1,4,0,1,77,1,5,2,3,1,1,1,5,10,8,3,0,0,0,0,0,0,0,2,1,1
1,4,0,0,77,2,2,2,3,2,2,1,3,7,11,1,0,0,0,0,0,0,0,1,2,0
1,2,0,0,71,1,1,1,1,1,1,1,2,1,4,7,0,0,0,0,0,0,0,1,2,1
1,3,0,1,49,2,4,1,2,1,2,6,5,2,12,5,0,0,0,0,0,0,0,2,3,0
1,2,1,0,97,1,1,1,1,1,1,3,4,2,3,7,1,0,0,0,0,0,0,1,2,1
1,3,0,1,6,2,3,2,2,2,2,1,6,4,12,3,0,0,0,0,0,0,0,1,2,0
1,3,0,2,93,1,1,1,1,1,1,3,6,2,5,7,0,1,0,0,0,0,0,2,2,1
1,5,0,0,78,4,3,3,2,4,2,1,5,6,7,1,0,0,1,0,0,0,0,2,1,1
1,3,0,1,62,1,1,1,1,1,1,4,6,2,5,8,0,0,0,0,0,0,0,3,2,1
1,4,0,0,47,5,1,4,2,2,1,1,5,7,9,2,0,0,0,0,0,0,0,2,2,0
1,2,1,1,9,1,1,1,1,1,1,4,3,1,3,8,0,0,0,0,0,0,0,2,3,1
1,2,1,0,77,1,1,1,1,1,1,1,1,0,3,7,0,0,0,0,0,0,0,1,2,0
1,4,0,0,24,1,1,2,1,1,2,1,4,5,7,2,0,0,0,0,0,0,0,2,2,1
1,4,0,0,19,4,4,4,1,1,1,1,6,3,10,3,0,0,1,1,0,0,0,3,1,1
1,2,1,1,67,1,1,1,1,1,1,2,2,0,3,7,0,0,0,0,0,0,0,2,1,0
1,4,0,0,95,4,2,2,2,1,4,1,2,4,6,5,1,0,0,0,0,0,0,1,1,0
1,2,0,0,48,1,1,1,1,1,2,1,5,1,6,5,0,0,0,0,0,0,0,1,2,1
1,4,0,0,73,5,1,2,1,1,2,1,2,4,9,6,0,1,1,0,0,0,0,3,3,1
1,2,1,0,35,1,1,1,1,1,2,3,2,2,3,6,0,0,0,0,0,0,1,1,3,1
1,2,1,0,76,1,1,1,1,1,1,1,1,0,3,8,0,0,0,0,0,0,0,1,3,1
1,4,0,0,20,3,1,2,1,1,1,1,4,5,10,2,0,0,0,0,0,0,0,3,1,1
1,3,0,0,72,1,1,1,2,1,1,1,4,4,6,3,0,0,0,0,0,0,0,2,1,1
1,3,0,0,20,4,4,2,5,1,3,1,4,8,4,8,0,0,0,0,0,0,0,2,3,0
1,3,1,1,69,1,1,1,1,1,2,6,4,1,8,6,0,0,0,0,0,0,0,2,2,1
0,3,0,1,80,1,2,1,2,2,2,4,4,3,8,5,0,0,0,0,0,0,0,2,3,0
1,4,0,1,65,3,2,2,3,2,2,1,4,7,5,1,0,0,0,0,0,0,0,2,2,0
1,3,1,1,52,2,1,1,1,1,1,7,8,2,6,7,0,1,0,0,0,0,0,2,1,1
1,4,1,1,65,1,1,1,1,1,1,2,3,2,5,4,0,0,0,0,0,0,0,2,2,1
1,2,1,0,57,1,1,1,1,1,1,2,2,0,3,6,0,0,0,0,0,0,0,1,2,0
1,3,0,1,70,1,1,1,1,1,1,4,6,1,5,7,0,0,0,0,0,0,0,3,2,1
1,3,0,1,0,1,1,1,1,1,1,1,2,1,3,5,0,0,0,0,0,0,0,2,1,1
1,4,0,0,19,2,4,2,2,2,1,1,8,3,4,4,0,0,1,0,0,0,1,2,1,0
0,3,0,1,50,1,1,1,1,2,1,2,2,1,7,2,0,0,0,0,0,0,0,3,2,1
1,2,1,0,67,1,1,1,1,1,1,3,3,0,3,7,0,0,0,0,0,0,0,1,1,0
0,2,1,0,46,1,1,1,1,1,1,3,3,0,3,8,0,0,0,0,0,0,0,2,2,1
1,3,0,1,37,1,1,1,1,1,1,2,4,1,4,7,0,0,0,0,0,0,0,2,3,0
1,2,1,0,38,1,1,1,1,1,2,2,4,5,3,6,0,0,0,0,0,0,0,1,3,0
1,4,0,0,9,5,1,3,1,1,1,1,7,6,6,3,0,1,1,0,0,0,1,1,2,1
